"s_suppkey","s_nationkey","s_comment","s_name","s_address","s_phone","s_acctbal"
3038,10,special bold packages after the carefully final ,Supplier#000003038,"9PK7yBr2ahYRSkdGvjo,gaK3lOxf3tXJ","769-226-7835",2518.0800
3039,5,furiously express ideas cajole. bold acco,Supplier#000003039,"O FN8j0dI,V,aywrCc","354-216-4554",6735.5400
3040,8,furiously thin accounts sleep slyly blithely regular ideas. special theodolite,Supplier#000003040,"VWu6DO8zxPz1OGA4FwHydF,QfqTyE","435-207-2721",9088.0900
3041,1,carefully silent pinto beans boo,Supplier#000003041,"761jEmoG,d4v6D","294-218-6467",4908.1300
3042,3,blithely pending foxes about the furiously express ideas u,Supplier#000003042,"ppGFh n,E4IAIs30Nc8cQfTjuRlyATp","936-710-5438",580.2100
3043,9,ironic requests above the slyly ,Supplier#000003043,"cGc9drnYYTvBmTB,NER9LfFxpOqGmIJIz","359-723-4715",617.3000
3044,24,slyly bold requests dazzle special packages. even final forges are fluffily. carefully regular acco,Supplier#000003044,",QGonCdkuUjcCul7M","584-208-8244",8527.3700
3045,18,quickly even accounts cajo,Supplier#000003045,wwy NsXciIevbgMtVKf76SASH71asRkfesY8XbG,"644-902-6260",1588.5100
3046,23,carefully regular requests above the pending deposits sleep after th,Supplier#000003046,NtYcotpGis,"169-836-5864",6864.7000
3047,6,regular final excuses eat. pending accounts haggle along the final ac,Supplier#000003047,"CZUFedMnPJbo5LGf6dhHKom, 4ff","440-174-4218",5158.4600
3048,5,carefully express requests above the regular ir,Supplier#000003048,"XFddVPVUKxqTIYgw,dSrDO2lznxTn8tOzA","322-501-6682",3124.7800
3049,24,carefully enticing requests serve along the carefully slow f,Supplier#000003049,gZKCyiZozOwhXJt,"445-375-5990",5185.8700
3050,3,pending express packages are fluf,Supplier#000003050,w3BdXuRbX2YZjtuNSNBRm40W4U96rOUeywMKp,"258-448-6251",3302.0200
3051,1,slyly regular dependencies solve furiously. pending instructions wake furi,Supplier#000003051,b8DiDB1Hlx1hqIClYbx5G5f,"386-626-8945",4581.2400
3052,22,slyly regular instructions ,Supplier#000003052,bq46Wj1CYvdVOrbbJOSI,"588-326-2472",856.8100
3053,6,unusual final asymptotes poach blithely. foxes haggle. regu,Supplier#000003053,"L,qcsDQ,loOI","501-241-3007",5234.9500
3054,12,fluffily final accounts are. carefully bold theodolites breac,Supplier#000003054,gmS2k5qOi2UbYqm2lC7,"141-429-4023",-933.5800
3055,21,carefully regular foxes sleep furiously slyly unusual deposi,Supplier#000003055,WmQM6qJulnXV,"887-539-7557",6044.5600
3056,4,slyly silent theodolites sleep quickly along the regular excuses. special even platele,Supplier#000003056,BoD9drTekttC45ClgcHoo,"947-438-1196",6010.7500
3057,16,slyly ironic hockey players boost blith,Supplier#000003057,"pD LRN1rVb JzyDOnjwafW,8H4PHkK1e511vBSYI","547-329-5200",282.2600
3058,20,blithely even requests are among the slyly unusual ,Supplier#000003058,"9lxPv34XSFIowewu31cdMi9Focv,2DPs5HK6PsB0","996-809-8474",1974.2200
3059,6,pending deposits according to the theodolites use quickly regular accounts. carefully final packages,Supplier#000003059,zP4Ree6ej3OF,"301-253-8807",1001.4100
3060,19,blithely thin escapades sleep slyly across the furiously ironic packages. blithe,Supplier#000003060,ilnrshiDY9A 8F3CDBsvYBvGl0161qHh5AD,"873-435-3424",4949.7700
3061,9,quickly regular foxes after the ironic deposits hag,Supplier#000003061,"8NtbWY,B2cuZmfB3","809-469-3682",8974.6300
3062,9,bold platelets use according to the fluffily even ideas. ex,Supplier#000003062,Tid5whtBoAKfnmfZ8eYz0FlE3i,"240-212-4629",3174.6200
3063,4,carefully bold ideas above t,Supplier#000003063,"3G8M9anl8bmcljttT","615-129-8857",8525.4500
3064,3,deposits wake even foxes. blithely,Supplier#000003064,"uHCNIzEebA1kl2pg7z9P NpufhbHpBu,yNKe","192-271-2170",7290.4800
3065,24,regular deposits wake quickly special foxes. carefully pending deposits are quickly ,Supplier#000003065,YL2DMl9nbLYGt8fdqG4VWEIvGP,"712-733-6430",4460.2500
3066,21,furiously thin dependencies haggle among the regular courts. packages boost. quickly ev,Supplier#000003066,"4I 4t6tmPMEfo2u095vETlK4QKK6fevqHf3","443-956-7896",3550.5300
3067,18,slyly regular packages cajole about the f,Supplier#000003067,"1pxnVLexld8RrlHEi NnpKI0FTnpUZ4wA1","114-103-7885",661.2300
3068,4,excuses haggle furiously unusual patterns! quickly bold ideas cajole ,Supplier#000003068,"HxCp2gTnXNy3mrYxcVNf3IRt,n,BkVy","701-952-8894",2353.3200
3069,19,dogged ideas nag slyComplaintsg to the excuses. pending accounts sleep according to the depos,Supplier#000003069,"2kjug344oSoTsJxS4g6eu6aozeafoCqZAgwVSTu","372-119-8098",4731.2900
3070,22,regular requests haggle. slyly bold requests haggle abou,Supplier#000003070,zQjy3z4d58LcuR3jfmWzCb6ldSry,"503-829-5597",8684.7300
3071,7,ideas haggle ruthlessly against the ironic regular accounts. regularly final requests w,Supplier#000003071,"PO85,WUkUyFFR160Du","489-720-2103",4915.8000
3072,8,furiously pending accounts around the carefu,Supplier#000003072,hS fzulV8p37Ce,"858-152-9439",9286.1100
3073,23,packages are slyly special accounts. ruthless pend,Supplier#000003073,Q XYD95Hoa5DQaUI LTYjIGJBXQtNW2S9,"592-480-6996",3239.9900
3074,20,silent special packages na,Supplier#000003074,"QBqKBLMxdSat687Syz,3lbi","791-472-6705",4415.2400
3075,23,bold dolphins use busily. ins,Supplier#000003075,LNrPZfLOOmZc5a9rgRbkViCj,"915-743-3252",6141.8100
3076,0,final bold theodolites after the furiously even packages sleep quickly about the asymptote,Supplier#000003076,V8H4VzNWNA4FdLVQG6zpBk6DSs073knWM5z,"425-704-3967",3812.3500
3077,23,fluffily even somas wake against the quickly regular foxes. sl,Supplier#000003077,"8OT7qkdzto,y8lSdU0HCsIH7AIfuryUCcxG1Tf","554-214-2884",6.9200
3078,10,brave deposits among the t,Supplier#000003078,"TdkakGQV4HnnyV1EKYn,KfWMnPR2","823-378-1260",9816.0900
3079,20,carefully final accounts after the furiously re,Supplier#000003079,"KVuA6iPBoFJXlxf7dW,AvX","901-575-2342",8484.3800
3080,14,express packages use slyly among the stealthily bold foxe,Supplier#000003080,wDaEGVWFVy DlMbTt6K5SM,"594-168-6232",1016.7600
3081,2,pending platelets sleep. regular cou,Supplier#000003081,"JLA5I,Ewd4S4xSZecLwIhyRPEwrTjnTsVAWx","803-858-2080",1483.2300
3082,23,slyly regular deposits cajole blithely above the blithel,Supplier#000003082,"3AefH7JxGwi8rXI","916-893-1729",2629.4000
3083,5,quickly final ideas cajole slyly against the blithely,Supplier#000003083,DGIW7Dm2cQfIa3kEkjEd0w1,"562-923-5421",5210.6800
3084,19,regular even requests are at the slyly even ideas. carefully ironic accounts nag slyly. carefully,Supplier#000003084,XPlArQgwf22,"454-359-2373",7607.1400
3085,1,pending final ideas are carefully before the ,Supplier#000003085,bhBeWMwdtCfivxOvRByL27JOcNiKfnRttF9,"536-568-1046",4724.3300
3086,15,requests nag. silent instructions sleep slyly. blithely thin dolphins sleep. ideas,Supplier#000003086,"0E7Y,5U6iXCI8Zu,OEw22MzXcAiY6","745-955-7008",2536.0300
3087,20,fluffily regular theodolites haggle blithely. idly ironic pint,Supplier#000003087,"71WpsRJgQXHO26DW9cxgOBWhaUun","374-150-7576",4806.9400
3088,12,ironic waters use slyly. even pinto beans sleep. final accounts boost furiously theodolites.,Supplier#000003088,OzsyNX7HmWKpLMaON7dwELL9vJXK6Zz,"989-295-6171",215.9700
3089,24,final dependencies wake slyly. finally,Supplier#000003089,H8 ODQ KUF,"456-467-9975",-526.6800
3090,7,quickly sly ideas cajole carefully. quickly ironic excuses nag across the final even deposits.,Supplier#000003090,MT79G975HHA3SrtzHcXyZVXWZKJbNqDA7VESsP,"420-344-8886",3569.5700
3091,15,furiously sly deposits are carefully,Supplier#000003091,"eYVNPap3,4AqdevwS6D","522-324-6002",6967.1900
3092,18,slyly special dolphins nod. ideas above the multipli,Supplier#000003092,C5N1wa9eWaK9yW7B,"628-769-7560",7351.5000
3093,13,carefully express requests sleep,Supplier#000003093,UUXg7MM1cISrCnTmbZUewZfT2zCWmdn4 EN7b,"214-270-9599",3775.8700
3094,14,blithely regular foxes doze slyly alongside of the doggedly special ,Supplier#000003094,jrQLSTvRkG,"969-598-9977",1179.8100
3095,21,carefully express deposits will have to cajole about t,Supplier#000003095,rcI9lQlmk8dNl0lbrgEUZCCbZJ,"408-920-2058",5051.6500
3096,4,carefully express asymptotes grow furiously fluffily express excus,Supplier#000003096,hC5m4lof7K,"912-304-3564",1493.9500
3097,17,ironic requests cajole blit,Supplier#000003097,"DpcO,RopJaBah0g","705-364-6568",9473.1500
3098,1,bold dolphins are furiously. fluffily even ideas haggle. car,Supplier#000003098, XthG1wn9Dd8y5XEDqRros2w7HyWWhcKtA46,"634-272-5335",6895.3900
3099,3,carefully final packages impress above the quickly even asymptotes. slyly even ideas detect ab,Supplier#000003099,ClxHY591rBQVhcs4cTCLvs3yfNm,"603-582-7008",6934.2900
3100,5,quickly unusual dependencies ,Supplier#000003100,"1shcIryB90Tpb1oxmO Y9L43kEMzM","984-950-4582",8787.2600
3101,24,requests solve carefully. blithely final deposits across the quickly final foxes cajole ,Supplier#000003101,"6BEmb vLcj4","710-368-3040",9095.3700
3102,10,furiously express deposits haggle carefully around the slyly regular requests. deposits sublate furio,Supplier#000003102,"5g69sPg13O8Rts","559-395-2561",6026.5800
3103,16,ironic asymptotes wake carefully. furiously final platelets sleep slyly quickly express accounts.,Supplier#000003103,CsVJ1Mm6cwZ8pcAXhp3uBYb89,"614-693-5928",3928.9100
3104,20,fluffily pending courts alongside of the accounts use blithely above the final ins,Supplier#000003104,"lgyGwMSLbOw7dSgvL4R2CgYp7X0gb992,","105-417-1827",6169.1000
3105,4,blithely unusual packages boost slyly about the slyly express packages. final,Supplier#000003105,"U5xzibcTvPyjRf59uFOxl6ho,OZrEFRVP8","742-417-1788",8171.1400
3106,5,quickly final patterns sleep blithely. furiously silen,Supplier#000003106,LzLdu4oNPAeUa m 5GBFrkgaiLe2gMMNHYEWXi,"188-552-2187",3228.8900
3107,12,furiously special packages are bli,Supplier#000003107,sWfNnpraQoxVD8QnGRYacyb3NUD2XEL,"368-310-9649",416.3900
3108,21,carefully regular packages are never. slyly permanent packages nag fluffily foxes. bold theodolite,Supplier#000003108,"94wBmqb3Y0","705-579-2510",4620.0600
3109,10,blithely permanent requests cajole. slyly close ,Supplier#000003109,OXlaNcgQtzEC8EfgXqhrKH,"502-373-9930",9709.5900
3110,1,quickly special asymptotes use about the slyly regular foxes. quiet pending packages maintain aga,Supplier#000003110,"j,IpkXhbmh,ekEvgJnNGAwgDb","137-382-6806",9270.8400
3111,2,special accounts cajole blithely theodolites. carefully re,Supplier#000003111,x5zHEFEEKGpSqfUDkI41vUXY,"639-675-7563",6679.4000
3112,20,permanently even requests detect. furiously special packages abo,Supplier#000003112,"3oPir Q5B8sod,vzBZhsK","406-259-7847",1345.3700
3113,15,daring dependencies cajole quickly ,Supplier#000003113,"0Sf1sMM,eI,0cTlpUUhI7o3vJLGei ","849-174-5859",3049.4100
3114,10,slyly final platelets sleep blithely bold ideas. ideas boost carefu,Supplier#000003114,"9OspbOA1WbX2z5bfY1S6SVOiUKnaV1","421-195-9636",7100.9600
3115,0,slyly final packages boost slowly after the carefully pending p,Supplier#000003115,pLv6cv1EGx0H7l X3VyqpDMOuz73UJdLBh,"527-546-7461",1404.9100
3116,6,blithely final requests wake? carefully even requests snooze fluffily according to the final accoun,Supplier#000003116,"DBLZ4J,JNGQV1wO9hdEcH8uDzYdOv","651-228-7392",2772.4500
3117,20,deposits are furiously alongside of the special requests. bold pending theodolites ,Supplier#000003117,"9 dGy8cr6ptGRnLpUr qDPI84D 2UfK9Z","701-371-7106",9384.6100
3118,6,fluffily express deposits was! unusual platelets haggle thinly. carefully unusual fo,Supplier#000003118,gep8xd2hcnLUEP0EEveWC,"416-264-1476",3373.7900
3119,5,slyly regular packages according to the quickly even ideas haggle after the carefully r,Supplier#000003119,"qzpQovTrlrxkStJhgTAejIQoLgkQPSur,u","600-118-5519",1479.7300
3120,1,quickly thin forges are furiously a,Supplier#000003120,"g,k9WHy4tFdSDh8VG6hLmMMAh UK3h5j5G3n","269-903-8050",1163.8200
3121,24,furiously unusual packages cajole. unusual platelets are carefully deposits. carefully unusual idea,Supplier#000003121,"2Y3sfA7PxA5mtOYBZ5EB01","254-345-1878",7747.2200
3122,19,carefully regular accounts thrash stealthily quickly slow deposits. slyly ironic instru,Supplier#000003122,PO6Nh ul9CzX9vyNfVfVJsVv356GQZophyr Jo,"813-901-1625",2868.5500
3123,6,instructions upon the carefully final accounts sleep carefully ironic courts. furiously re,Supplier#000003123,UcRkwsFaKZbfSpTdsMm7gEiGk7,"465-354-9114",7563.2300
3124,0,blithely express courts should have to h,Supplier#000003124,"6powJ KACGUEgGr1Ma0s","349-236-8042",-429.1400
3125,14,final deposits haggle on the regular acco,Supplier#000003125,"IVa7lWS46YrE7x,eojUQuMfsO0zp","599-134-1166",7845.5500
3126,9,carefully pending theodolites wake carefully across ,Supplier#000003126,AfWEg8OAG JNEH69IipSnMQRZrm0VuR,"290-348-5979",6172.7700
3127,7,brave final foxes wake carefully blithely express dolphins. fin,Supplier#000003127,GHXgp7ZgyxQuTB1p,"347-519-9740",7450.4300
3128,3,slyly regular pinto beans run blithely even theodolites.,Supplier#000003128,vVoOHl2e9r7aWphjIFqsUYmIIjbj,"529-666-7413",6578.5900
3129,14,evenly unusual frets cajole fluffily. furiously special instructions are. fu,Supplier#000003129,"GNKMIj7yCFH8LMFJaDGMX,5R6ec7AkRfJ5v","700-775-7489",5470.7000
3130,17,quickly express instructions play ,Supplier#000003130,"71v6Wi4EScJDb9wCa6VYzwq","878-744-8155",1118.0000
3131,11,furiously final requests integr,Supplier#000003131,vQcorHEEC2OnWXLnso1ig04G63R,"266-807-9014",-313.3800
3132,19,regular even platelets after the final foxes wake blithe,Supplier#000003132,"r5KFnoj8i5Oo,VGq7","780-322-4763",3865.7300
3133,13,deposits after the sentiments boost across the furiously regular excuses.,Supplier#000003133,"2etMcaGDkjD N6EnNFDS4LnTkzUnL1DzO","816-246-3103",6525.0600
3134,9,carefully unusual instructions cajole carefully inside the furiously ,Supplier#000003134,qAfgy5iBG90wJc,"537-464-1557",9029.1000
3135,18,fluffily regular packages above the final packages nag fluffily across the furiously qu,Supplier#000003135,cZfVpoQIRRjFLf1Oey5m,"455-357-5407",3284.8100
3136,9,fluffily even instructions ,Supplier#000003136,VhAqQByPvu90dvecUUZXdYQjoS M,"432-367-5946",663.7200
3137,8,ironic requests above the slyly express reque,Supplier#000003137,"grXK5om Fal4byecuQsY5I0pOM2lXigYHh,Uo2","441-690-6715",8829.9400
3138,6,slow pending requests sleep regular special dependencies. quickly idle deposits haggle flu,Supplier#000003138,"wBO0OSP80FqcGr5z,BcXwwfklrRhcjzD9Sc","242-345-1096",2259.2500
3139,10,express regular foxes lose quickly special dolphin,Supplier#000003139,D1LKCMiM0HzXy,"648-296-3705",7727.1600
3140,4,silent regular accounts lose bold deposits. blithely special excuses are ironic,Supplier#000003140,wBiJUZrnRu2wT,"227-531-2373",7726.1000
3141,1,requests above the idle platelets nag slyly silent even pinto beans. quickly expr,Supplier#000003141,AADy1oEb 5tutWG8HUaq6TVpe,"339-989-2462",8259.5300
3142,14,carefully ironic accounts are slowly after the furiously ironic deposit,Supplier#000003142,ZjOnoPE4q5u92F3p,"104-936-2518",9595.2500
3143,23,slyly final platelets across the even final accounts haggle among the regular deposits. fur,Supplier#000003143,SwCNBdEW3E7gjzKTc86uC,"636-570-6538",7211.7800
3144,7,quickly regular requests integrate. unusual dependencies are against the pa,Supplier#000003144,"2KoqMRN2IHDHZkmLjF9dkJmMCN2RCq6Q69,RF","174-851-2644",7103.6500
3145,3,careful pending asymptotes wake blithely slyly ironic foxe,Supplier#000003145,"nKxyY5,99w2","456-714-7809",2222.9800
3146,1,final requests haggle: carefully bo,Supplier#000003146,"2pJV b8BCn6wwkgZ,Xa8xggR,,oJbYfsj","967-310-3232",8114.5000
3147,2,enticingly express requests affi,Supplier#000003147,T0hwB0bSBcY,"929-868-2377",9928.7100
3148,2,final even requests shall have to sleep u,Supplier#000003148,NXug9c3mcXUlklh3FmB,"331-830-8510",4101.2200
3149,17,fluffily final escapades among the slyly express sentiments haggle c,Supplier#000003149,hZjLK5PWnxD4NnColHzFcgkfLCoDm3Q78hh9,"497-298-3523",6835.9100
3150,13,final instructions haggle bl,Supplier#000003150,"2TEN9tVksh1parG2RuclMmC4E","871-458-8650",6156.8600
3151,0,special foxes are past the busily unusual requests. ,Supplier#000003151,blFlk WYzmGkAfhhNj7fl VqJLRFw71aIl wViy,"836-490-9308",8039.3800
3152,20,carefully express dependenc,Supplier#000003152,"1a3MmR5akeRl erHhJ9n5sKsTQ","703-247-8728",8797.7100
3153,23,carefully unusual notornis should haggle blithely about t,Supplier#000003153,"TibfAEUDUOZ,Wt","163-633-3449",2497.8600
3154,21,slyly regular requests sleep slyly furiously final deposits,Supplier#000003154,"JSZ J33TLb2UlZ0RkQyYKit,jzXy9h,0","168-229-3516",-627.2900
3155,9,carefully express packages solve final final requests. final requests boost between ,Supplier#000003155,MZZYewKkcdYDlzo3aTbICUh6zbgHZ jVTOWx,"151-588-1866",2947.0700
3156,2,blithely ironic deposits wake carefully. furiously regular foxes detect dar,Supplier#000003156,"7f TKSrKdCIvmRdpU33qVJ6YowXbrs","780-312-8477",4078.6000
3157,5,carefully special frays are. ,Supplier#000003157,"0k9LZ0MnQhNMEe1u38WP0JFTgsegi,WyX","327-650-3512",939.2900
3158,7,furiously even theodolites detect after the stealthily bold requests. ironic instructions,Supplier#000003158,es9Set0O7W0J8kvnsVrpJA,"821-193-1419",1330.5200
3159,15,furiously bold accounts are across t,Supplier#000003159,Rt4ttonqxzP6d1oDotRoLqtub5,"566-691-4754",85.2400
3160,0,blithely ironic packages ha,Supplier#000003160,mpREOsxY6nAomKqz56JGTvAJ8X,"835-109-2154",5061.8900
3161,12,silent asymptotes haggle furiously bold ideas. fluffily final deposit,Supplier#000003161,Silcc3mbc6oLUJvT5VDRH811O2abnA5yF1aXB8,"832-560-9090",8579.4700
3162,20,ironic accounts cajole fluffily final instructions.,Supplier#000003162,"MPBw3q,rJJXa5n2kd3xQAM8ZaOu54M","883-219-8210",2299.5000
3163,9,slyly regular dependencies are furiously furiously ironic packages. furious,Supplier#000003163,"4EUCxFtwiDrPrUG1 cfOkcXTkLSAJtODvwIV0","709-102-6037",9135.1800
3164,7,fluffily silent packages among the slyly regular patterns sle,Supplier#000003164,"4sX7A6KEry2FIJ3L6mAdeBridDj7lUWMGyQ","102-936-5930",5195.6900
3165,15,furiously ironic requests are regular packages,Supplier#000003165,"1M,W98AgkAgF7fhw","544-650-6726",3757.6500
